address,as_of_date,city,phone,state,location_id,store_services,title,url,zipcode,postcode,latitude,longitude,has_next_gen,is_flagship,has_pickup,has_curbside,has_same_day,has_balloon_delivery,has_helium,num_omni_features,nearest_neighbor_miles,stores_within_3_miles,stores_within_6_miles,cluster
211 West Esplanade Drive,2024-10-07,Oxnard,(805) 204-4032,California,1516,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Esplanade Shopping Center,https://stores.partycity.com/us/ca/oxnard/party-store-pc1516.html,93030,93030,34.2328127,-119.1754537,False,False,True,True,True,True,True,True,14.09739488722296,0,0,0
30115 Haun Road,2024-10-07,Menifee,(951) 287-5893,California,883,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Town Center Marketplace,https://stores.partycity.com/us/ca/menifee/party-store-pc883.html,92584,92584,33.6681889,-117.1758983,False,False,True,True,True,True,True,True,9.674171248211286,0,0,0
1109 W Valley Pkwy,2024-10-07,Escondido,(760) 670-2002,California,445,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Promenade Shopping Center,https://stores.partycity.com/us/ca/escondido/party-store-pc445.html,92029,92029,33.1154923,-117.0969324,False,False,True,True,True,True,True,True,5.6568757728324,0,1,0
40 North 4th Avenue,2024-10-07,Chula Vista,(619) 210-2063,California,521,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Target Center,https://stores.partycity.com/us/ca/chulavista/party-store-pc521.html,91950,91950,32.6514354,-117.0898889,False,False,True,True,True,True,True,True,3.4063517371365863,0,1,0
2015 Birch Road,2024-10-07,Chula Vista,(619) 754-8088,California,707,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Otay Ranch Town Center,https://stores.partycity.com/us/ca/chulavista/party-store-pc707.html,91915,91915,32.6217232,-116.9655278,False,False,True,True,True,True,True,True,6.869038678104352,0,0,0
418 North Euclid,2024-10-07,Anaheim,(657) 276-3907,California,506,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Anaheim  Plaza,https://stores.partycity.com/us/ca/anaheim/party-store-pc506.html,92801,92801,33.8378448,-117.941095,False,False,True,True,True,True,True,True,5.715054850968375,0,1,0
7757 East 36th Avenue,2024-10-07,Denver,(720) 676-4102,Colorado,3203,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Quebec Square,https://stores.partycity.com/us/co/denver/party-store-pc3203.html,80238,80238,39.7682673,-104.8977376,False,False,True,True,True,True,True,True,5.427095050564348,0,1,0
3089 Daniels Road,2024-10-07,Winter Garden,(407) 614-6168,Florida,376,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Winter Garden Village,https://stores.partycity.com/us/fl/wintergarden/party-store-pc376.html,34787,34787,28.5252352,-81.5815343,False,False,True,True,True,True,True,True,9.857059935563463,0,0,0
1745 NW St Lucie West Boulevard,2024-10-07,Port St Lucie,(772) 348-3977,Florida,708,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Town Center,https://stores.partycity.com/us/fl/portstlucie/party-store-pc708.html,34986,34986,27.3138174,-80.3954481,False,False,True,True,True,True,True,True,8.24078125683658,0,0,0
8651 SW 24 Street,2024-10-07,Miami,(786) 718-1957,Florida,135,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Westchester Shopping Center,https://stores.partycity.com/us/fl/miami/party-store-pc135.html,33155,33155,25.749203,-80.3349611,False,False,True,True,True,True,True,True,3.4509468375040786,0,3,0
3333 Preston RD,2024-10-07,Frisco,(469) 476-3443,Texas,1071,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,The Centre at Preston Ridge,https://stores.partycity.com/us/tx/frisco/party-store-pc1071.html,75034,75034,33.1082244,-96.8093639,False,False,True,True,True,True,True,True,5.882457656698284,0,1,0
1842 Joe Battle Boulevard,2024-10-07,El Paso,(915) 317-1475,Texas,1142,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,El Paseo Marketplace,https://stores.partycity.com/us/tx/elpaso/party-store-pc1142.html,79936,79936,31.7564639,-106.2650398,False,False,True,True,True,True,True,True,6.280037411916989,0,0,0
1107 N Burleson Blvd,2024-10-07,Burleson,(682) 900-1436,Texas,739,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Gateway Station,https://stores.partycity.com/us/tx/burleson/party-store-pc739.html,76028,76028,32.5678009,-97.3195239,False,False,True,True,True,True,True,True,9.27912639181438,0,0,0
3000 Pablo Kisel Boulevard,2024-10-07,Brownsville,(956) 517-1614,Texas,491,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Sunrise Palms,https://stores.partycity.com/us/tx/brownsville/party-store-pc491.html,78526,78526,25.9617356,-97.5047601,False,False,True,True,True,True,True,True,20.34391839094826,0,0,0
5725 Eastex Freeway,2024-10-07,Beaumont,(409) 710-4846,Texas,759,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Parkway Plaza,https://stores.partycity.com/us/tx/beaumont/party-store-pc759.html,77706,77706,30.1236847,-94.1538557,False,False,True,True,True,True,True,True,15.650396481644592,0,0,0
143 Market Street,2024-10-07,Winchester,(540) 931-0484,Virginia,706,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Rutherford Crossing,https://stores.partycity.com/us/va/winchester/party-store-pc706.html,22603,22603,39.2199998,-78.1367116,False,False,True,True,True,True,True,True,32.28449970717396,0,0,0
3754 Virginia Beach Blvd,2024-10-07,Virginia Beach,(757) 319-4197,Virginia,10,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Birchwood Shopping Center,https://stores.partycity.com/us/va/virginiabeach/party-store-pc10.html,23452,23452,36.8419246,-76.10435989999999,False,False,True,True,True,True,True,True,6.180214376090119,0,0,0
10700 Fairfax Boulevard,2024-10-07,Fairfax,(571) 234-4014,Virginia,1169,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Fairfax Boulevard Shopping Center,https://stores.partycity.com/us/va/fairfax/party-store-pc1169.html,22030,22030,38.8565467,-77.3143516,False,False,True,True,True,True,True,True,7.613250622542645,0,0,0
1402 SE Everett Mall Way,2024-10-07,Everett,(425) 374-0301,Washington,853,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Everett Mall,https://stores.partycity.com/us/wa/everett/party-store-pc853.html,98208,98208,47.9108506,-122.2136303,False,False,True,True,True,True,True,True,6.69656947123958,0,0,0
1228 Crossing Meadows Drive,2024-10-07,Onalaska,(608) 406-3214,Wisconsin,4005,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Crossing Meadows Shopping Center,https://stores.partycity.com/us/wi/onalaska/party-store-pc4005.html,54650,54650,43.8701523,-91.2126363,False,False,True,True,True,True,True,True,101.52335222204319,0,0,0
1625 Route 23,2024-10-07,Wayne,(973) 317-9171,New Jersey,4,In-Store Shopping | Next Gen | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Brentwood Plaza Shopping Center,https://stores.partycity.com/us/nj/wayne/party-store-pc4.html,7470,7470,40.9391503,-74.27139269999999,True,False,True,True,True,True,True,True,10.245474444073896,0,0,0
4 Plaistow Road,2024-10-07,Plaistow,(603) 819-4841,New Hampshire,6072,In-Store Shopping | In-Store Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Cedar Brook Plaza Shopping Center,https://stores.partycity.com/us/nh/plaistow/party-store-pc6072.html,3865,3865,42.8154894,-71.1034688,False,False,True,False,True,True,True,True,18.149038475659545,0,0,0
8063 Montgomery Road,2024-10-07,Cincinnati,(513) 514-8912,Ohio,165,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Montgomery Rd,https://stores.partycity.com/us/oh/cincinnati/party-store-pc165.html,45236,45236,39.203171,-84.37153719999999,False,False,True,True,True,True,True,True,7.296830001276235,0,0,0
526 S Bryant Ave,2024-10-07,Edmond,(405) 696-0427,Oklahoma,1073,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Bryant Square Center,https://stores.partycity.com/us/ok/edmond/party-store-pc1073.html,73034,73034,35.649625,-97.4596521,False,False,True,True,True,True,True,True,5.560657896953047,0,1,0
8905 SW Cascade Ave Suite,2024-10-07,Beaverton,(503) 536-4000,Oregon,1118,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Cascade Plaza,https://stores.partycity.com/us/or/beaverton/party-store-pc1118.html,97008,97008,45.4556005,-122.7864167,False,False,True,True,True,True,True,True,17.04634424762158,0,0,0
230 Upland Square Drive,2024-10-07,Pottstown,(484) 948-3702,Pennsylvania,1185,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Upland Square Shopping Center,https://stores.partycity.com/us/pa/pottstown/party-store-pc1185.html,19464,19464,40.2663119,-75.6522207,False,False,True,True,True,True,True,True,16.353235727945165,0,0,0
201 West Lincoln Highway,2024-10-07,Exton,(484) 873-2195,Pennsylvania,1177,In-Store Shopping | Next Gen | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Whiteland Towne Center,https://stores.partycity.com/us/pa/exton/party-store-pc1177.html,19341,19341,40.0296659,-75.6349018,True,False,True,True,True,True,True,True,16.353235727945165,0,0,0
20215-20217 Route 19,2024-10-07,Cranberry Township,(724) 591-7790,Pennsylvania,645,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Crider's Corner,https://stores.partycity.com/us/pa/cranberrytownship/party-store-pc645.html,16066,16066,40.6860308,-80.1025104,False,False,True,True,True,True,True,True,21.957332537846074,0,0,0
150 Station Drive,2024-10-07,Anderson,(864) 305-4240,South Carolina,1052,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Anderson Station,https://stores.partycity.com/us/sc/anderson/party-store-pc1052.html,29621,29621,34.5576353,-82.6953384,False,False,True,True,True,True,True,True,29.35962226967621,0,0,0
3177 Lebanon Pike,2024-10-07,Nashville,(615) 490-9549,Tennessee,1194,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Jackson Down,https://stores.partycity.com/us/tn/nashville/party-store-pc1194.html,37214,37214,36.183208,-86.6369313,False,False,True,True,True,True,True,True,14.130576899882787,0,0,0
3460 Poplar Avene,2024-10-07,Memphis,(901) 458-6333,Tennessee,16,In-Store Shopping | In-Store Pickup | Curbside Pickup | Helium,Poplar Plaza Shopping Center,https://stores.partycity.com/us/tn/memphis/party-store-pc16.html,38111,38111,35.128708,-89.9465642,False,False,True,True,False,False,True,True,8.917087094159745,0,0,0
28591 Tomball Parkway,2024-10-07,Tomball,(281) 205-0436,Texas,857,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Tomball Four Corners,https://stores.partycity.com/us/tx/tomball/party-store-pc857.html,77375,77375,30.0881399,-95.6348283,False,False,True,True,True,True,True,True,6.864853715742155,0,0,0
4585 East Sam Houston Parkway South,2024-10-07,Pasadena,(832) 553-6539,Texas,410,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Sam Houston Parkway,https://stores.partycity.com/us/tx/pasadena/party-store-pc410.html,77505,77505,29.641086,-95.1561641,False,False,True,True,True,True,True,True,7.0255913710341655,0,0,0
4612 Billingsley Boulevard,2024-10-07,Midland,(432) 219-9204,Texas,1127,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,North Park Shopping Center,https://stores.partycity.com/us/tx/midland/party-store-pc1127.html,79705,79705,32.035686,-102.1260243,False,False,True,True,True,True,True,True,16.44267681274267,0,0,0
5097 Transit Road,2024-10-07,Williamsville,(716) 616-3600,New York,1225,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Eastgate Plaza,https://stores.partycity.com/us/ny/williamsville/party-store-pc1225.html,14221,14221,42.98615470000001,-78.6942049,False,False,True,True,True,True,True,True,5.7784695960843955,0,1,0
700 Jefferson Road,2024-10-07,Rochester,(585) 444-1420,New York,1223,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Market Square Plaza,https://stores.partycity.com/us/ny/rochester/party-store-pc1223.html,14623,14623,43.0885911,-77.6250629,False,False,True,True,True,True,True,True,8.753612119733187,0,0,0
38 West 14th Street,2024-10-07,New York,(929) 523-2739,New York,681,In-Store Shopping | In-Store Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,W 14th St,https://stores.partycity.com/us/ny/newyork/party-store-pc681.html,10011,10011,40.7366578,-73.99554680000001,False,False,True,False,True,True,True,True,3.3604606385209466,0,6,0
2396 Sunrise Highway,2024-10-07,Islip,(631) 870-7368,New York,689,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Sunrise Hwy,https://stores.partycity.com/us/ny/islip/party-store-pc689.html,11751,11751,40.7411913,-73.211395,False,False,True,True,True,True,True,True,5.6560054453275015,0,1,0
54 Crossing Boulevard,2024-10-07,Clifton Park,(518) 348-6267,New York,964,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,The Crossings,https://stores.partycity.com/us/ny/cliftonpark/party-store-pc964.html,12065,12065,42.86041489999999,-73.7720559,False,False,True,True,True,True,True,True,7.361605058703828,0,0,0
2265 Ralph Ave,2024-10-07,Brooklyn,(347) 916-3773,New York,404,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Ralph Avenue Plaza,https://stores.partycity.com/us/ny/brooklyn/party-store-pc404.html,11234,11234,40.6225943,-73.9167848,False,False,True,True,True,True,True,True,2.527113633923837,1,2,3
1816 Galleria Boulevard,2024-10-07,Charlotte,(980) 666-4712,North Carolina,1069,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Galleria Shopping Center,https://stores.partycity.com/us/nc/charlotte/party-store-pc1069.html,28270,28270,35.1375383,-80.73434750000001,False,False,True,True,True,True,True,True,7.315838223137474,0,0,0
50825 Valley Plaza Drive,2024-10-07,Saint Clairsville,(740) 298-4941,Ohio,5213,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Ohio Valley Plaza,https://stores.partycity.com/us/oh/saintclairsville/party-store-pc5213.html,43950,43950,40.075341,-80.8715924,False,False,True,True,True,True,True,True,45.302657718007175,0,0,0
3615 South Florida Avenue,2024-10-07,Lakeland,(863) 286-0291,Florida,595,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Merchants Walk Shopping Center,https://stores.partycity.com/us/fl/lakeland/party-store-pc595.html,33803,33803,27.999596,-81.959169,False,False,True,True,True,True,True,True,6.7642775332751475,0,0,0
911 North Homestead Boulevard,2024-10-07,Homestead,(786) 446-8007,Florida,671,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Homestead Towne Square,https://stores.partycity.com/us/fl/homestead/party-store-pc671.html,33030,33030,25.4794837,-80.4621588,False,False,True,True,True,True,True,True,8.448600666001546,0,0,0
"249 Robert C Daniel, Jr Parkway",2024-10-07,"Jr Parkway, Augusta",(706) 842-7335,Georgia,619,Flag Ship Store | In-Store Shopping | Next Gen | In-Store Pickup | Curbside Pickup | Helium,Augusta Exchange Shopping Center,https://stores.partycity.com/us/ga/augusta/party-store-pc619.html,30909,30909,33.4882183,-82.0816227,True,True,True,True,False,False,True,True,20.959445887510523,0,0,2
1892 Mount Zion Road,2024-10-07,Morrow,(678) 369-9932,Georgia,158,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Southlake Pavilion III,https://stores.partycity.com/us/ga/morrow/party-store-pc158.html,30260,30260,33.5683984,-84.32893740000002,False,False,True,True,True,True,True,True,8.870169158840055,0,0,0
863 Dawsonville Highway,2024-10-07,Gainesville,(678) 862-1428,Georgia,223,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Village Shoppes of Gainesville,https://stores.partycity.com/us/ga/gainesville/party-store-pc223.html,30501,30501,34.2958852,-83.8592513,False,False,True,True,True,True,True,True,17.04044214441493,0,0,0
1755 West Fullerton Avenue,2024-10-07,Chicago,(773) 272-3415,Illinois,650,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Riverpoint Center,https://stores.partycity.com/us/il/chicago/party-store-pc650.html,60614,60614,41.92347720000001,-87.671752,False,False,True,True,True,True,True,True,1.6258183175518257,1,1,3
5825 Excelsior Boulevard,2024-10-07,St. Louis Park,(612) 361-2184,Minnesota,1135,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Excelsior Boulevard,https://stores.partycity.com/us/mn/st-louispark/party-store-pc1135.html,55416,55416,44.9281142,-93.3540251,False,False,True,True,True,True,True,True,5.2704909889412495,0,1,0
7365 153rd Street,2024-10-07,Apple Valley,(612) 361-2795,Minnesota,1140,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Southport Centre,https://stores.partycity.com/us/mn/applevalley/party-store-pc1140.html,55124,55124,44.7284209,-93.2141437,False,False,True,True,True,True,True,True,10.137402324725956,0,0,0
293 Mid Rivers Mall Drive,2024-10-07,Saint Peters,(636) 626-3129,Missouri,5202,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Mid Rivers Plaza,https://stores.partycity.com/us/mo/saintpeters/party-store-pc5202.html,63376,63376,38.7949376,-90.6244878,False,False,True,True,True,True,True,True,4.896688003233807,0,1,0
15909 Manchester Road,2024-10-07,Ellisville,(636) 591-1728,Missouri,839,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Ellisville Square,https://stores.partycity.com/us/mo/ellisville/party-store-pc839.html,63011,63011,38.593806,-90.587453,False,False,True,True,True,True,True,True,9.669078062834622,0,0,0
1051 South Willow Street,2024-10-07,Manchester,(603) 506-3554,New Hampshire,6042,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,S Willow St,https://stores.partycity.com/us/nh/manchester/party-store-pc6042.html,3101,3101,42.96078139999999,-71.4405115,False,False,True,True,True,True,True,True,17.483315098472293,0,0,0
7000 Hadley Road,2024-10-07,South Plainfield,(908) 412-8000,New Jersey,579,In-Store Shopping | In-Store Pickup | Curbside Pickup | Helium,South Plainfield Shopping Center,https://stores.partycity.com/us/nj/southplainfield/party-store-pc579.html,7080,7080,40.5545529,-74.4319532,False,False,True,True,False,False,True,True,6.492181000131291,0,0,0
611 Cross Keys Road,2024-10-07,Sicklerville,(856) 513-2058,New Jersey,716,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Shoppes at Cross Keys,https://stores.partycity.com/us/nj/sicklerville/party-store-pc716.html,8012,8012,39.7349637,-75.0087224,False,False,True,True,True,True,True,True,7.468944982330331,0,0,0
165 Route-4 West,2024-10-07,Paramus,(201) 345-2896,New Jersey,745,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,The Kohl's Shopping Center,https://stores.partycity.com/us/nj/paramus/party-store-pc745.html,7652,7652,40.9177759,-74.0567227,False,False,True,True,True,True,True,True,3.562303307145471,0,1,0
4410 Wyoming Boulevard NE,2024-10-07,Albuquerque,(505) 847-3858,New Mexico,942,In-Store Shopping | Helium,Montgomery Crossing Shopping Center,https://stores.partycity.com/us/nm/albuquerque/party-store-pc942.html,87111,87111,35.1298628,-106.5501392,False,False,False,False,False,False,True,False,7.9746811351895595,0,0,1
1548 South Randall Rd,2024-10-07,Geneva,(630) 457-1932,Illinois,5295,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Randall Square Shopping Center,https://stores.partycity.com/us/il/geneva/party-store-pc5295.html,60134,60134,41.8726047,-88.3428311,False,False,True,True,True,True,True,True,8.118330578132614,0,0,0
6275 University Drive NW,2024-10-07,Huntsville,(256) 513-4239,Alabama,1035,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Westside Centre,https://stores.partycity.com/us/al/huntsville/party-store-pc1035.html,35806,35806,34.7439229,-86.6832329,False,False,True,True,True,True,True,True,9.236079954377209,0,0,0
2536 MacArthur Town Centre,2024-10-07,Whitehall,(484) 820-1256,Pennsylvania,728,In-Store Shopping | In-Store Pickup | Curbside Pickup | Delivery | Helium Inflation | Balloon Delivery,MacArthur Town Centre,https://stores.partycity.com/us/pa/whitehall/party-store-pc728.html,18052,18052,40.6435311,-75.49345579999999,False,False,True,True,False,True,True,True,3.503299783861401,0,1,0
8063 Jericho Turnpike,2024-10-07,Woodbury,(631) 763-3328,New York,555,In-Store Shopping | In-Store Pickup | Curbside Pickup | Delivery | Helium Inflation | Balloon Delivery,Marketplace Shopping Center,https://stores.partycity.com/us/ny/woodbury/party-store-pc555.html,11797,11797,40.8157084,-73.4742804,False,False,True,True,False,True,True,True,6.261599908412814,0,0,0
1580 VFW Parkway,2024-10-07,West Roxbury,(617) 477-8054,Massachusetts,6001,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,VFW Parkway,https://stores.partycity.com/us/ma/westroxbury/party-store-pc6001.html,2132,2132,42.2673037,-71.1673172,False,False,True,True,True,True,True,True,6.353483333614258,0,0,0
127 West Tiverton Way,2024-10-07,Lexington,(859) 309-7586,Kentucky,891,In-Store Shopping | Next Gen | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Fayette Plaza,https://stores.partycity.com/us/ky/lexington/party-store-pc891.html,40503,40503,37.982301,-84.5306564,True,False,True,True,True,True,True,True,6.6632076535853715,0,0,0
3009 Veterans Memorial Boulevard,2024-10-07,Metairie,(504) 350-2984,Louisiana,1044,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Veterans Memorial Blvd,https://stores.partycity.com/us/la/metairie/party-store-pc1044.html,70002,70002,30.0040427,-90.1530828,False,False,True,True,True,True,True,True,8.82907559259963,0,0,0
480 Stillwater Avenue,2024-10-07,Bangor,(207) 300-2435,Maine,6066,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Stillwater Plaza,https://stores.partycity.com/us/me/bangor/party-store-pc6066.html,4401,4401,44.8296394,-68.7578506,False,False,True,True,True,True,True,True,113.4996328980686,0,0,0
8044 Ritchie Highway,2024-10-07,Pasadena,(667) 407-1250,Maryland,1200,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Pasadena Crossroads,https://stores.partycity.com/us/md/pasadena/party-store-pc1200.html,21122,21122,39.1255041,-76.59203889999999,False,False,True,True,True,True,True,True,10.435212526683687,0,0,0
6500 Baltimore National Pike,2024-10-07,Catonsville,(443) 884-5945,Maryland,1091,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Pike Park Plaza,https://stores.partycity.com/us/md/catonsville/party-store-pc1091.html,21228,21228,39.28591970000001,-76.7612789,False,False,True,True,True,True,True,True,6.483135913002611,0,0,0
150 Parking Way,2024-10-07,Quincy,(617) 729-3709,Massachusetts,6005,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Parking Way,https://stores.partycity.com/us/ma/quincy/party-store-pc6005.html,2169,2169,42.2456884,-71.00176669999999,False,False,True,True,True,True,True,True,8.618514531813524,0,0,0
288 Chelmsford Street,2024-10-07,Chelmsford,(978) 427-6226,Massachusetts,6034,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,East Gate Plaza,https://stores.partycity.com/us/ma/chelmsford/party-store-pc6034.html,1824,1824,42.6138982,-71.3323743,False,False,True,True,True,True,True,True,8.415592144919962,0,0,0
12220 Hall Road,2024-10-07,Sterling Heights,(586) 722-1358,Michigan,529,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Hall Rd,https://stores.partycity.com/us/mi/sterlingheights/party-store-pc529.html,48313,48313,42.6257327,-83.00655200000001,False,False,True,True,True,True,True,True,6.9953469765942655,0,0,0
29800 Southfield Road,2024-10-07,Southfield,(947) 217-3834,Michigan,924,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Southfield Plaza,https://stores.partycity.com/us/mi/southfield/party-store-pc924.html,48076,48076,42.5090482,-83.2191457,False,False,True,True,True,True,True,True,5.776383100138193,0,1,0
5725 South Harvey Street,2024-10-07,Muskegon,(231) 900-4493,Michigan,4000,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Lakes Crossing Shopping Center,https://stores.partycity.com/us/mi/muskegon/party-store-pc4000.html,49444,49444,43.14849270000001,-86.20963499999999,False,False,True,True,True,True,True,True,28.67448470691524,0,0,0
2801 East Market Street,2024-10-07,York,(223) 848-7898,Pennsylvania,1172,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,York Mall,https://stores.partycity.com/us/pa/york/party-store-pc1172.html,17402,17402,39.9776866,-76.6713453,False,False,True,True,True,True,True,True,19.585839151968223,0,0,0
7515 West Encanto Boulevard,2024-10-07,Phoenix,(623) 259-1619,Arizona,951,In-Store Shopping | In-Store Pickup | Curbside Pickup | Scheduled or Same Day Delivery | Balloon Delivery | Helium,Desert Sky Esplanade,https://stores.partycity.com/us/az/phoenix/party-store-pc951.html,85033,85033,33.4726141,-112.2224531,False,False,True,True,True,True,True,True,9.68593902253139,0,0,0
